,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeEDT,TimeEST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
14,Clear,2016-01-06 19:53:00,16.0,,-,30,N/A,30.36,46.0,,2:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
15,Clear,2016-01-06 20:53:00,16.0,,-,32,N/A,30.36,44.1,,3:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
16,Clear,2016-01-06 21:53:00,16.0,,-,34,N/A,30.35,43.0,,4:53 PM,10.0,ESE,8.1,110,Atlanta,Georgia,30301
17,Clear,2016-01-06 22:53:00,16.0,,-,36,N/A,30.36,41.0,,5:53 PM,10.0,East,5.8,100,Atlanta,Georgia,30301
18,Mostly Cloudy,2016-01-06 23:53:00,16.0,,-,38,N/A,30.36,39.9,,6:53 PM,10.0,East,5.8,80,Atlanta,Georgia,30301
19,Clear,2016-01-07 00:53:00,17.1,,-,40,N/A,30.37,39.9,,7:53 PM,10.0,Variable,3.5,0,Atlanta,Georgia,30301
20,Overcast,2016-01-07 01:53:00,18.0,,-,40,N/A,30.35,41.0,,8:53 PM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
21,Overcast,2016-01-07 02:53:00,19.9,,-,43,N/A,30.35,41.0,,9:53 PM,10.0,East,3.5,100,Atlanta,Georgia,30301
22,Overcast,2016-01-07 03:15:00,21.0,,-,45,N/A,30.31,41.0,,10:15 PM,10.0,Calm,Calm,0,Atlanta,Georgia,30301
23,Overcast,2016-01-07 03:53:00,21.9,,-,45,N/A,30.35,42.1,,10:53 PM,10.0,ENE,8.1,70,Atlanta,Georgia,30301
24,Overcast,2016-01-07 04:53:00,21.9,,-,45,N/A,30.32,42.1,,11:53 PM,10.0,ENE,10.4,70,Atlanta,Georgia,30301
0,Overcast,2016-01-07 05:53:00,24.1,,-,51,N/A,30.32,41.0,,12:53 AM,10.0,East,3.5,90,Atlanta,Georgia,30301
1,Overcast,2016-01-07 06:53:00,25.0,,-,51,N/A,30.30,42.1,,1:53 AM,10.0,ENE,6.9,70,Atlanta,Georgia,30301
2,Overcast,2016-01-07 07:40:00,25.0,,-,53,N/A,30.25,41.0,,2:40 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
3,Overcast,2016-01-07 07:53:00,26.1,,-,55,N/A,30.27,41.0,,2:53 AM,10.0,ENE,6.9,70,Atlanta,Georgia,30301
4,Overcast,2016-01-07 08:08:00,26.1,,-,55,N/A,30.24,41.0,,3:08 AM,10.0,East,4.6,80,Atlanta,Georgia,30301
5,Overcast,2016-01-07 08:16:00,26.1,,-,55,N/A,30.23,41.0,,3:16 AM,10.0,ENE,6.9,70,Atlanta,Georgia,30301
6,Mostly Cloudy,2016-01-07 08:53:00,27.0,,-,57,N/A,30.25,41.0,,3:53 AM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
7,Overcast,2016-01-07 09:44:00,27.0,,-,57,N/A,30.20,41.0,,4:44 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
8,Overcast,2016-01-07 09:53:00,27.0,,-,57,N/A,30.22,41.0,,4:53 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
9,Overcast,2016-01-07 10:21:00,27.0,,-,57,N/A,30.18,41.0,,5:21 AM,10.0,East,8.1,80,Atlanta,Georgia,30301
10,Overcast,2016-01-07 10:44:00,28.0,,-,60,N/A,30.18,41.0,,5:44 AM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
11,Overcast,2016-01-07 10:53:00,28.0,,-,60,N/A,30.22,41.0,,5:53 AM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
12,Mostly Cloudy,2016-01-07 11:53:00,28.9,,-,62,N/A,30.22,41.0,,6:53 AM,10.0,ENE,5.8,70,Atlanta,Georgia,30301
13,Overcast,2016-01-07 12:53:00,30.0,,-,65,N/A,30.23,41.0,,7:53 AM,10.0,East,4.6,80,Atlanta,Georgia,30301
14,Scattered Clouds,2016-01-07 13:53:00,30.0,,-,62,N/A,30.23,42.1,,8:53 AM,10.0,North,-9999.0,0,Atlanta,Georgia,30301
15,Partly Cloudy,2016-01-07 14:53:00,30.0,,-,56,N/A,30.23,45.0,,9:53 AM,10.0,East,8.1,90,Atlanta,Georgia,30301
16,Clear,2016-01-07 15:53:00,34.0,,-,54,N/A,30.22,50.0,,10:53 AM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
17,Overcast,2016-01-07 16:53:00,37.9,,-,57,N/A,30.19,53.1,,11:53 AM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
18,Overcast,2016-01-07 17:53:00,41.0,,-,57,N/A,30.14,55.9,,12:53 PM,10.0,East,8.1,80,Atlanta,Georgia,30301
19,Overcast,2016-01-07 18:53:00,43.0,,-,58,N/A,30.09,57.9,,1:53 PM,10.0,ENE,6.9,70,Atlanta,Georgia,30301
20,Overcast,2016-01-07 19:53:00,45.0,,-,60,N/A,30.06,59.0,,2:53 PM,10.0,East,9.2,100,Atlanta,Georgia,30301
21,Overcast,2016-01-07 20:53:00,46.0,,-,62,N/A,30.04,59.0,,3:53 PM,10.0,ESE,6.9,110,Atlanta,Georgia,30301
22,Overcast,2016-01-07 21:53:00,45.0,,-,62,N/A,30.05,57.9,,4:53 PM,10.0,East,5.8,100,Atlanta,Georgia,30301
